ADDR_ID,STNO,UNIT_NO,STNAME,SUFFIX,DIRECTION,FULLNAME,CITY_PIN,WARD,LATITUDE,LONGITUDE,CRTDT_GIS,UPDDT_GIS,GlobalID
148613,4899,,LONG ACRE,DR,,4899 LONG ACRE DR,22122000,W8,43.54394500000,-79.71816800000,2003/06/27,2025/07/27,b3e33f07-a63e-4691-809d-5de5ea7a75da
147403,3621,,SOUTHWICK,ST,,3621 SOUTHWICK ST,22625000,W8,43.53944600000,-79.72703600000,2003/05/22,2025/07/27,07ecf412-56b4-47c4-a161-1ef29170c6a2
270406,3448,,PARK HEIGHTS,WAY,,3448 PARK HEIGHTS WAY,28892300,W10,43.55720200000,-79.73468400000,2012/07/27,2025/07/23,d02de8f9-ec12-4e9e-b2ec-21f483ad47a1
67177,3248,,SIR JOHN'S HOMESTEAD,,,3248 SIR JOHN'S HOMESTEAD,11752100,W8,43.54054600000,-79.66568900000,2001/08/09,2025/07/25,90a9d222-9704-45d5-9e21-17b53bcef256
107503,6970,,DUNNVIEW,CRT,,6970 DUNNVIEW CRT,14131200,W10,43.57432100000,-79.78512700000,2001/08/09,2025/07/27,a1d6262c-c309-4de6-b3d6-266fedc5ab1f
45601,1992,,BALSAM,AVE,,1992 BALSAM AVE,1320800,W2,43.51488200000,-79.63247500000,2001/08/09,2025/07/13,7b8c96db-7ae6-4c93-8fca-efdfc6b64832
4854,76,,MORGON,AVE,,76 MORGON AVE,13364200,W11,43.57487500000,-79.71427200000,2001/08/09,2025/07/09,d0bbd37e-3d2c-4d00-9a68-92830d0cfea2
339902,1621,,BLYTHE,RD,,1621 BLYTHE RD,11027800,W8,43.54017600000,-79.64772700000,2015/05/21,2025/07/16,1378f419-8fb6-4536-b515-d5b92434a5db
152149,3265,,RESPOND,RD,,3265 RESPOND RD,23448400,W10,43.54539100000,-79.72466500000,2004/07/15,2025/07/23,9f4af33d-ade8-406c-96c1-65f0cf0a0421
270489,5583,,MEADOWCREST,AVE,,5583 MEADOWCREST AVE,28900600,W10,43.55659900000,-79.73673000000,2012/07/27,2025/07/23,f0bab227-9a11-4e58-a5ce-cb785763a787
66465,3220,,THORNCREST,DR,,3220 THORNCREST DR,13515200,W8,43.53228600000,-79.70652700000,2001/08/09,2025/07/27,f8294294-bed0-4ae6-8731-7fde9a3e20af
56415,2600,,HORNSGATE,DR,,2600 HORNSGATE DR,11166500,W2,43.52223800000,-79.68004300000,2001/08/09,2025/07/16,3c155d69-d3de-4aa7-9d95-f84e15456492
3016,30,,JOYMAR,DR,,30 JOYMAR DR,13431100,W11,43.58264500000,-79.72392900000,2001/08/09,2025/07/26,02afe521-7833-42f3-9c18-5b23fa510cd4
125728,7156,,SANDHURST,DR,,7156 SANDHURST DR,13818000,W10,43.57878800000,-79.78425500000,2001/08/09,2025/07/27,264bd2f9-a6f4-4b23-8092-0914699521c5
146801,4796,,DOVEHOUSE,DR,,4796 DOVEHOUSE DR,22698000,W8,43.53782600000,-79.72064700000,2003/05/23,2025/07/27,e0346edf-fa48-465a-bde8-942ece179c02
73966,3465,,MARMAC,CRES,,3465 MARMAC CRES,14319800,W8,43.52682200000,-79.69854800000,2001/08/09,2025/07/27,9cc293ee-f29e-400b-bbb2-53adedf8d9fe
99928,5892,,CHORLEY,PL,,5892 CHORLEY PL,4969000,W9,43.57600600000,-79.73093800000,2001/08/09,2025/07/26,2e46f989-3e71-4023-8b94-84eebb765163
98935,5736,,PRAIRIE,CIR,,5736 PRAIRIE CIR,14587400,W10,43.56166000000,-79.75644400000,2001/08/09,2025/07/27,12edaf57-0bdb-4a02-9397-7d8d240b0a6f
270273,5444,,MEADOWCREST,AVE,,5444 MEADOWCREST AVE,28879000,W10,43.55383800000,-79.73367900000,2012/07/27,2025/07/23,0c559ce9-b7de-44f6-9df8-9dcd604f31ca
137939,3082,,HAWKTAIL,CRES,,3082 HAWKTAIL CRES,20841300,W10,43.56408700000,-79.73868700000,2001/08/09,2025/07/23,f5ce9646-0938-40c0-b006-7a82e570080c
51926,2415,,POPLAR,CRES,,2415 POPLAR CRES,1688400,W2,43.51450900000,-79.65459300000,2001/08/09,2025/07/14,35036905-eb9e-40e3-adf1-308c67fc1915
56696,2615,,BIRCH,CRES,,2615 BIRCH CRES,1696300,W2,43.51039100000,-79.65940700000,2001/08/09,2025/07/14,8993d8c4-cf30-46f6-add9-112bd4d84c40
129622,6402,,HAMPDEN WOODS,RD,,6402 HAMPDEN WOODS RD,17929500,W10,43.56228300000,-79.76654900000,2001/08/09,2025/07/27,5e5b4ff9-5d3f-4a1e-a6ea-9d441a6c5bbe
157319,3548,,STEEPLE CHASE,CRES,,3548 STEEPLE CHASE CRES,25879800,W10,43.54624400000,-79.73847400000,2007/03/22,2025/07/23,bac8fd38-091a-4c1a-ad80-49a74fd79c71
34327,1414,,SEAVIEW,DR,,1414 SEAVIEW DR,1567200,W2,43.50711500000,-79.65225500000,2001/08/09,2025/07/14,7dda9f5c-e1b4-4c78-b00e-c7efed86a7e7
138054,3120,,OWLS FOOT,DR,,3120 OWLS FOOT DR,19234500,W10,43.56242800000,-79.74178200000,2001/08/09,2025/07/23,c78f5be1-4478-4d44-836b-cd4563fbd06b
56331,2596,,CUSHING,RD,,2596 CUSHING RD,11121000,W2,43.53231900000,-79.66792100000,2001/08/09,2025/07/16,a98b6cfb-aca2-4c59-996f-92b35d9db929
51519,2397,,BANKSIDE,DR,,2397 BANKSIDE DR,15383300,W11,43.56959400000,-79.71908900000,2001/08/09,2025/07/26,914507b9-8b94-40fe-b528-2fda5408284d
125211,2555,,THOMAS,ST,,2555 THOMAS ST,14803700,W9,43.57044600000,-79.72442000000,2003/10/09,2025/07/26,5f4fae00-df41-44b5-8d88-c736bd191f0e
101217,6062,,PADDLE,RD,,6062 PADDLE RD,4714100,W9,43.57179600000,-79.74396000000,2001/08/09,2025/07/27,33046419-4737-471e-a1e9-c73cd0272851
145339,5653,,CHURCHILL MEADOWS,BLVD,,5653 CHURCHILL MEADOWS BLVD,20830800,W10,43.55148900000,-79.74581700000,2003/04/30,2025/07/23,4159fec7-8bb6-4865-b9ba-ecebd038b4ad
110877,7314,,SANDHURST,DR,,7314 SANDHURST DR,13821300,W10,43.58065300000,-79.78469100000,2001/08/09,2025/07/27,66888f02-fe7c-456b-ae8b-33b7ac7f171d
135912,3461,,MCDOWELL,DR,,3461 MCDOWELL DR,20524000,W10,43.55701600000,-79.75202700000,2001/08/09,2025/07/23,23f87bb8-9d49-4682-8d80-efb2c6e7725d
136367,5904,,QUESTMAN HOLLOW,,,5904 QUESTMAN HOLLOW,20559200,W10,43.55371300000,-79.75593200000,2003/08/25,2025/07/23,486a75b3-4840-4ac2-9d16-417f4255109e
36519,1488,,LEWISHAM,DR,,1488 LEWISHAM DR,1509300,W2,43.51731500000,-79.64661800000,2001/08/09,2025/07/14,2f54ad9e-3447-4519-a75a-203bd1d0b99a
133912,5906,,BASSINGER,PL,,5906 BASSINGER PL,18019800,W10,43.56431700000,-79.74460500000,2001/08/09,2025/07/23,bf4dbd8e-7219-4bf6-869a-3eaa869c3087
82576,4114,,PHEASANT RUN,,,4114 PHEASANT RUN,5785000,W8,43.54258900000,-79.69877900000,2001/08/09,2025/07/26,33d82eb2-f413-485d-bb8b-b4a7f4b5b0db
105110,6592,,TREVISO,TERR,,6592 TREVISO TERR,4585300,W9,43.58686700000,-79.75220000000,2001/08/09,2025/07/27,84b96e67-02bc-401f-9b20-fad6b88b1270
95496,5378,,RUPERTS GATE,DR,,5378 RUPERTS GATE DR,4831400,W9,43.56023100000,-79.72337300000,2001/08/09,2025/07/26,aed9ac33-b46f-47a9-b68d-e4de90120a30
148097,3457,,ANGEL PASS,DR,,3457 ANGEL PASS DR,22699800,W8,43.53674900000,-79.72173000000,2003/05/23,2025/07/27,fefb5805-2b17-4c7b-9e51-1a35cb76bd91
79886,3949,,BAGGINS,CRT,,3949 BAGGINS CRT,14181400,W10,43.57187400000,-79.78092000000,2001/08/09,2025/07/27,c0a2b6d8-da86-4523-a031-40f9e114c59c
134055,3056,,WORKMAN,DR,,3056 WORKMAN DR,18030800,W10,43.56628100000,-79.74403200000,2001/08/09,2025/07/23,299d29bb-5aac-44a3-a0cd-e310402f3d97
109968,7247,,RIDGELAND,CRES,,7247 RIDGELAND CRES,6543400,W9,43.59628500000,-79.77032900000,2001/08/09,2025/07/27,73361498-ae2b-4d95-b2fc-ecaeace683bb
93181,5211,,FOREST HILL,DR,,5211 FOREST HILL DR,6742300,W11,43.56855700000,-79.70645300000,2001/08/09,2025/07/26,79330605-4734-447b-bfff-f2fd9941ca03
101169,6057,,FULLERTON,CRES,,6057 FULLERTON CRES,13637400,W9,43.56877500000,-79.74678000000,2001/08/09,2025/07/27,5dcd9a99-2c97-44ab-9f8b-1f6574906fb0
157526,5383,,MALLORY,RD,,5383 MALLORY RD,25860100,W10,43.54280200000,-79.73851300000,2007/03/28,2025/07/23,da8f7735-3ebf-4d53-ab0a-5c4ac3f5b231
154000,5212,,CHURCHILL MEADOWS,BLVD,,5212 CHURCHILL MEADOWS BLVD,24004400,W10,43.54243200000,-79.73477400000,2005/02/08,2025/07/23,57d5b37f-6d11-4afa-a97c-140443588631
105779,6746,,TENTH LINE WEST,,,6746 TENTH LINE WEST,13612000,W10,43.57758100000,-79.76909200000,2001/08/09,2025/07/09,400d7748-c577-41b3-95ff-f3fd50879613
50936,2368,,WADDING,CRES,,2368 WADDING CRES,11208500,W2,43.52783900000,-79.66684200000,2001/08/09,2025/07/16,fa0b14dc-d3d6-4c48-b7a2-fef2899661aa
40671,1622,,BIRCHWOOD,DR,,1622 BIRCHWOOD DR,1266100,W2,43.52578600000,-79.62739400000,2001/08/09,2025/07/13,420803f0-f2de-46f2-89dd-463411c7de40
135401,1982,,KIRAN,CRT,,1982 KIRAN CRT,18254400,W2,43.53354600000,-79.63661800000,2003/09/24,2025/07/13,cb136e7a-e958-4380-819d-47285c9aff9b
156187,3470,,HIDEAWAY,PL,,3470 HIDEAWAY PL,25099000,W10,43.54631800000,-79.73509900000,2006/03/28,2025/07/23,ed1175d4-2897-4b7e-8096-f75585a4a48d
49132,2247,,DUNWIN,DR,,2247 DUNWIN DR,11771600,W8,43.53575000000,-79.67500000000,2001/08/09,2025/07/25,fc07ee1e-0b01-4328-8bec-4aa59d6818e1
48846,2229,,UTLEY,RD,,2229 UTLEY RD,1523100,W2,43.51538200000,-79.64243200000,2001/08/09,2025/07/14,6c4b11ec-9ae6-42cb-9353-88379569aad9
88467,4467,,RADISSON,CRES,,4467 RADISSON CRES,6669700,W8,43.55449300000,-79.70254400000,2001/08/09,2025/07/26,8405d88b-349a-45c5-8a00-1947368a08ec
153136,5396,,CHURCHILL MEADOWS,BLVD,,5396 CHURCHILL MEADOWS BLVD,23715700,W10,43.54553500000,-79.73906800000,2004/08/31,2025/07/23,b136fefe-a830-41a1-8be7-388c02397e5b
96411,5471,,PLANTER'S WOOD,CRT,,5471 PLANTER'S WOOD CRT,4934200,W9,43.56065900000,-79.72777300000,2001/08/09,2025/07/26,d3d8cd3d-84a9-49da-b02f-cf3da7b9b4d4
79625,3921,,ZENITH,CRT,,3921 ZENITH CRT,14132500,W10,43.57376700000,-79.78480500000,2001/08/09,2025/07/27,620c40db-c4a0-47c2-bfd2-c99aa3472a6d
109071,7167,,CORRINE,CRES,,7167 CORRINE CRES,13945500,W9,43.59087200000,-79.77550500000,2001/08/09,2025/07/27,4c39ea41-4249-433e-bdce-3b09cc5c48bf
154363,3220,,REDPATH,CIR,,3220 REDPATH CIR,24460400,W10,43.58464200000,-79.77866100000,2005/06/06,2025/07/27,15ec3655-a855-4861-b731-86049b8c9a86
101701,6113,,CLOVER RIDGE,CRES,,6113 CLOVER RIDGE CRES,14277500,W10,43.55777900000,-79.75790500000,2001/08/09,2025/07/27,403cc13d-1bf1-47ff-b9cb-f848a619c8b3
45485,1980,,FOXCROFT,AVE,,1980 FOXCROFT AVE,1411300,W2,43.52266500000,-79.64254900000,2001/08/09,2025/07/13,2d9974c9-1d97-40ff-91cb-8f2d27d8aff9
57826,2682,,INLAKE,CRT,,2682 INLAKE CRT,4690600,W9,43.57795800000,-79.74242000000,2001/08/09,2025/07/27,b0161f99-1d34-4b8c-945d-713d2195fcd3
57492,2662,,HAMMOND,RD,,2662 HAMMOND RD,11074600,W8,43.53716500000,-79.66409000000,2001/08/09,2025/07/16,db311570-f960-4767-94c5-c23ad206fd3d
47026,2106,,TRUSCOTT,DR,,2106 TRUSCOTT DR,1590900,W2,43.51872700000,-79.64096500000,2001/08/09,2025/07/14,54f530a5-4f2c-46b4-b9aa-0c98197507a7
270474,5541,,MEADOWCREST,AVE,,5541 MEADOWCREST AVE,28899100,W10,43.55584800000,-79.73571500000,2012/07/27,2025/07/23,c2aae2ae-a139-4911-b052-1ae9f85548f5
107865,7025,,TAMAR,MEWS,,7025 TAMAR MEWS,6577800,W9,43.59385700000,-79.76783600000,2001/08/09,2025/07/27,eb52384d-1d77-4142-b4a4-3f11fc81e9eb
149834,3486,,CRIMSON KING,CIR,,3486 CRIMSON KING CIR,21851400,W10,43.58867500000,-79.78756400000,2003/07/31,2025/07/27,a3c2eb9c-525e-4f50-9b19-7c838fc6fba5
127361,7043,,BLACK WALNUT,TR,,7043 BLACK WALNUT TR,15579900,W10,43.58091200000,-79.78146100000,2001/08/09,2025/07/27,7d739e80-90a7-4ac4-bbfa-2713ee2a169e
126783,2782,,WESTBURY,CRT,,2782 WESTBURY CRT,16844700,W9,43.56355600000,-79.72963400000,2001/08/09,2025/07/26,e10a29e2-5d02-4488-aee7-6b66a99a1df4
68236,3282,,THORNCREST,DR,,3282 THORNCREST DR,13514300,W8,43.53092600000,-79.70796600000,2001/08/09,2025/07/27,04dcbd49-393e-4d44-9833-f47145e6304a
85516,4241,,TRELLIS,CRES,,4241 TRELLIS CRES,5757800,W8,43.55185600000,-79.69458300000,2001/08/09,2025/07/26,81989b2f-0ed0-493c-a05f-af49c490357f
62905,3084,,SPRING CREEK,CRES,,3084 SPRING CREEK CRES,13762600,W9,43.57571100000,-79.76250400000,2001/08/09,2025/07/27,af9eab1d-c70d-4ff7-9ca3-a4813181dfea
76441,3593,,COLONIAL,DR,,3593 COLONIAL DR,14424000,W8,43.52615300000,-79.70459800000,2001/08/09,2025/07/27,b1778ee3-b23b-4024-9041-823badf97a70
85983,4263,,JEFTON,CRES,,4263 JEFTON CRES,5707500,W8,43.54061900000,-79.69793400000,2001/08/09,2025/07/26,bb77b03c-64f2-4602-8904-ca6d2505de4e
80007,3959,,HONEY LOCUST,TR,,3959 HONEY LOCUST TR,14255600,W10,43.56559700000,-79.77286100000,2001/08/09,2025/07/27,4d46144e-ae24-474e-a3e1-95186fa90d61
57876,2685,,WINDJAMMER,RD,,2685 WINDJAMMER RD,11893200,W8,43.53084800000,-79.68854400000,2001/08/09,2025/07/25,038af49a-a9e0-4c75-9127-1ccc94d5ecb9
67155,3247,,MCCARRON,CRES,,3247 MCCARRON CRES,13707400,W9,43.57129100000,-79.75577700000,2001/08/09,2025/07/27,2af2c985-3448-469d-b2d9-7124fa561679
55655,2568,,STRATHMORE,CRES,,2568 STRATHMORE CRES,4954600,W9,43.57136100000,-79.72712600000,2001/08/09,2025/07/26,95da251c-691e-45f3-820c-96bdb7bdafde
156712,3513,,BALA,DR,,3513 BALA DR,26355000,W10,43.55522900000,-79.73972300000,2006/12/20,2025/07/23,4f882a4a-9199-47d5-b8f4-29249f0a7abb
138636,4039,,COACHMAN,CIR,,4039 COACHMAN CIR,21968400,W10,43.55697900000,-79.75531700000,2001/08/09,2025/07/23,8a82597d-832d-47fd-ad37-49b235fc8d1a
110300,7269,,HARDING,CRES,,7269 HARDING CRES,14017600,W9,43.58863400000,-79.77942900000,2001/08/09,2025/07/27,1c85306d-ae91-4de5-b5dd-edcc9a1ee9cf
83682,4162,,TAFFEY,CRES,,4162 TAFFEY CRES,5687000,W8,43.54237400000,-79.70171300000,2001/08/09,2025/07/26,1940cc64-fc4a-452c-af73-6bda45eda36b
52864,2457,,MAINROYAL,ST,,2457 MAINROYAL ST,11886200,W8,43.53215400000,-79.68156200000,2001/08/09,2025/07/25,a2333d22-d931-4e8e-97e3-6b449b6bd1da
103591,6346,,TENTH LINE WEST,,,6346 TENTH LINE WEST,13593400,W10,43.56932000000,-79.75752600000,2001/08/09,2025/07/27,3102f545-691b-444e-a24e-35511a1289a8
56953,2628,,PINKWELL,DR,,2628 PINKWELL DR,11159800,W2,43.52450200000,-79.67795800000,2001/08/09,2025/07/16,cf3b3010-0514-4dca-b94c-d7c9b9977143
138976,5917,,AGEAN,DR,,5917 AGEAN DR,19459800,W10,43.55743800000,-79.75323300000,2001/08/09,2025/07/23,a00f9079-d778-4605-8f42-3afb74e272cb
44295,1865,,ROY IVOR,CRES,,1865 ROY IVOR CRES,11738900,W8,43.54372200000,-79.67513700000,2001/08/09,2025/07/25,bbeef92c-a64e-4d81-80a0-3a2c02b1d589
92864,5180,,FOREST RIDGE,DR,,5180 FOREST RIDGE DR,6763700,W11,43.56490800000,-79.70856700000,2001/08/09,2025/07/26,462526ba-54c6-48bf-bac1-d916b6e740aa
78107,3712,,BISHOP STRACHAN,CRT,,3712 BISHOP STRACHAN CRT,14002100,W10,43.57381300000,-79.77405700000,2001/08/09,2025/07/27,d7e9ba82-255b-4122-a547-08995766eae5
71216,3370,,CHARTRAND,CRES,,3370 CHARTRAND CRES,13538600,W8,43.53251200000,-79.71480700000,2001/08/09,2025/07/27,912b9512-210e-4b81-a433-26e5793de92a
75873,3562,,NUTCRACKER,DR,,3562 NUTCRACKER DR,14658100,W10,43.56721400000,-79.76215900000,2001/08/09,2025/07/27,591b9b8d-1068-4c5b-a712-7195019a2e9c
53560,2484,,PAULA,CRT,,2484 PAULA CRT,11085800,W2,43.53274100000,-79.66206700000,2001/08/09,2025/07/16,f0db355f-0dca-42d9-8c0c-461b9053ba6e
56729,2616,,HOLLINGTON,CRES,,2616 HOLLINGTON CRES,11250200,W2,43.51871800000,-79.67148800000,2001/08/09,2025/07/09,5d3dac6e-b4be-47d8-9b43-f1659f860cd5
59305,2827,,DUNCAIRN,DR,,2827 DUNCAIRN DR,4826600,W9,43.56006800000,-79.72525500000,2001/08/09,2025/07/26,c40237c9-fb28-4398-a2f4-967a594d0557
48124,2181,,BELFAST,CRES,,2181 BELFAST CRES,11177900,W2,43.53371700000,-79.66896800000,2001/08/09,2025/07/09,2ff07fb8-30a6-4c10-8301-da96627786f2
150115,4700,,COLOMBO,CRES,,4700 COLOMBO CRES,23321700,W8,43.54389000000,-79.71407400000,2003/09/04,2025/07/27,d04397bf-6420-48c9-9220-6b7ff1283bed
67505,3260,,CAJUN,CRES,,3260 CAJUN CRES,14524400,W8,43.52723100000,-79.68973000000,2001/08/09,2025/07/27,bb1e7977-9f54-4912-8f86-bce863d1805a
135374,2241,,GLATT'S,LANE,,2241 GLATT'S LANE,19999600,W8,43.53782500000,-79.64515100000,2001/08/09,2025/07/16,ed03850a-0733-4948-865c-7f7dcfef2ed8
131170,3303,,CACTUS,GATE,,3303 CACTUS GATE,17121000,W10,43.58769700000,-79.78813100000,2001/08/09,2025/07/27,4ccd9258-1ae5-483c-9a98-a592990b01e0
74584,3493,,BURGESS,CRES,,3493 BURGESS CRES,14314700,W8,43.52748500000,-79.69674600000,2001/08/09,2025/07/27,d6280745-449d-4512-9ef3-ce87fee5694f
57171,2643,,COMET,CRT,,2643 COMET CRT,11089600,W2,43.53612100000,-79.66599500000,2001/08/09,2025/07/16,e2bf94c1-4585-4c80-b56d-d599dfbbafe7
57947,2690,,HOMELANDS,DR,,2690 HOMELANDS DR,11286000,W2,43.51918800000,-79.67557600000,2001/08/09,2025/07/16,be507fe2-fcfc-4644-b40b-5f4ee7cc854d
127449,7028,,BLACK WALNUT,TR,,7028 BLACK WALNUT TR,15575800,W10,43.58144700000,-79.78148600000,2001/08/09,2025/07/27,28c34908-d5fc-4d5e-b5e2-53c4f8ac413f
159055,1201,,RAVINE,DR,,1201 RAVINE DR,1245400,W2,43.52361200000,-79.62488600000,2008/04/01,2025/07/13,cfb23054-ed46-474d-83a9-4789a9a0943b
72050,3397,,INGRAM,RD,,3397 INGRAM RD,14438200,W8,43.52650400000,-79.70799500000,2001/08/09,2025/07/27,2574aefe-1203-4d23-900c-b40c10ee89a6
154422,3330,,REDPATH,CIR,,3330 REDPATH CIR,24456400,W10,43.58475100000,-79.77802100000,2005/06/06,2025/07/27,281478e1-4e5e-4143-8d85-7466b38bc0b2
63416,3106,,GARTHWOOD,RD,,3106 GARTHWOOD RD,14308500,W8,43.52725900000,-79.69362700000,2001/08/09,2025/07/27,bc60490c-3612-4b88-8753-5636d409d617
71585,3380,,MASTHEAD,CRES,,3380 MASTHEAD CRES,11929900,W8,43.53509500000,-79.68656600000,2001/08/09,2025/07/25,a798e9bf-9a70-4364-8ea8-276f91a6ca16
159624,5666,,FUDGE,TERR,,5666 FUDGE TERR,26751500,W10,43.55588800000,-79.73089100000,2009/01/20,2025/07/23,05775330-1ac2-4508-a0bd-36e5f3e8d9fb
55543,2564,,LIRUMA,RD,,2564 LIRUMA RD,11192200,W2,43.52882700000,-79.67008900000,2001/08/09,2025/07/16,40070150-07c6-49b2-8f7f-6145c084a3dc
69415,3317,,WILMAR,CRES,,3317 WILMAR CRES,13510000,W8,43.53438300000,-79.71395900000,2001/08/09,2025/07/27,be476000-add9-4984-80a9-76c14f6943bd
107771,7010,,HICKLING,CRES,,7010 HICKLING CRES,13888000,W9,43.58657700000,-79.77127500000,2001/08/09,2025/07/27,e4cc0a68-9992-4f98-b79e-82e602ec0cd3
128685,6276,,GLEN MEADOWS,RD,,6276 GLEN MEADOWS RD,15542500,W10,43.56303900000,-79.76439700000,2001/08/09,2025/07/27,f979e708-826a-4405-8788-91d82e489e7f
81718,4076,,JEFTON,CRES,,4076 JEFTON CRES,5700000,W8,43.54149800000,-79.69808700000,2001/08/09,2025/07/26,de069128-a043-468b-a4d1-15c9409012f2
98781,5711,,TAYSIDE,CRES,,5711 TAYSIDE CRES,4998500,W9,43.56992700000,-79.72836500000,2001/08/09,2025/07/26,0224c10c-0585-45d8-a8af-ef03fde23ffc
151607,5185,,PRESERVATION,CIR,,5185 PRESERVATION CIR,23942400,W10,43.54042400000,-79.72807000000,2004/02/09,2025/07/23,9beef632-8b90-451b-9daf-060e59dc9890
60657,2947,,HAMMOND,RD,,2947 HAMMOND RD,11069100,W8,43.53448000000,-79.65950200000,2001/08/09,2025/07/16,c56c9086-ea21-4825-b1f3-78c207f2a36e
47747,2156,,BURBANK,DR,,2156 BURBANK DR,11761400,W8,43.54843600000,-79.68457400000,2001/08/09,2025/07/25,5364dc87-290d-4095-a530-86bb6afa82c6
61714,3036,,HARVEY,CRES,,3036 HARVEY CRES,14347900,W8,43.53161900000,-79.69562000000,2001/08/09,2025/07/27,57053a3d-55ac-4b10-a22c-154b4643ed1c
144712,6064,,OSPREY,BLVD,,6064 OSPREY BLVD,20036500,W10,43.56251300000,-79.76077600000,2003/08/22,2025/07/27,140fcbc9-66ea-4b80-8c1e-6a26b5c23481
80911,4036,,SEEBRING,CRES,,4036 SEEBRING CRES,13460200,W8,43.53482000000,-79.70378800000,2001/08/09,2025/07/27,aa48f153-a2a9-4d8c-80a5-84eb0501c1f0
142206,3632,,WATERFALL,CRES,,3632 WATERFALL CRES,19416700,W10,43.58127000000,-79.78935500000,2003/08/20,2025/07/27,073dba9b-5275-4840-ac8a-8d9497504984
146456,3436,,GLEN ERIN,DR,,3436 GLEN ERIN DR,12016700,W8,43.53668500000,-79.68651400000,2003/09/18,2025/07/25,b9c9875c-5856-43ac-afaf-f40672a5ed63
105883,6772,,BARRISDALE,DR,,6772 BARRISDALE DR,4580300,W9,43.59290600000,-79.75559500000,2001/08/09,2025/07/27,e13fe76a-401e-4a7b-845c-96764b594900
94042,5271,,BUSHELGROVE,CIR,,5271 BUSHELGROVE CIR,18415000,W9,43.55526300000,-79.72271900000,2001/08/09,2025/07/26,f64692d6-c334-4d94-baf9-2e37ec8042f1
103153,6286,,MILLER'S,GROV,,6286 MILLER'S GROV,13683100,W9,43.57135800000,-79.75503500000,2001/08/09,2025/07/27,04ad78e6-4507-4e94-8be3-3287582fb6ab
73273,3441,,BERTRAND,RD,,3441 BERTRAND RD,13547000,W8,43.53004000000,-79.71463000000,2001/08/09,2025/07/27,4f0cc7f8-5188-479b-abfb-fbd7ab923e9e
64699,3155,,AUGUSTA,DR,,3155 AUGUSTA DR,13921500,W9,43.58618200000,-79.77659900000,2001/08/09,2025/07/27,8c9e40eb-6d3a-41e0-97ff-d887c7e05744
50832,2363,,BANKSIDE,DR,,2363 BANKSIDE DR,15385000,W11,43.57077100000,-79.71782100000,2001/08/09,2025/07/26,cfa20262-e8d4-4293-ad43-225998a542bd
65672,3191,,BARWELL,RD,,3191 BARWELL RD,13479500,W8,43.53550200000,-79.70915100000,2001/08/09,2025/07/27,b7bbb880-4632-4b49-938f-988f7a6a2f04
156748,5518,,WATERWIND,CRES,,5518 WATERWIND CRES,26246800,W10,43.55604200000,-79.73930200000,2006/09/29,2025/07/23,f064679d-c618-4257-a358-84cde6a2bebb
2547,23,,MALDAVER,AVE,,23 MALDAVER AVE,13422400,W11,43.57161900000,-79.72309200000,2001/08/09,2025/07/26,8220ee08-4546-447a-bd2f-4daf1657d1ba
160062,5025,,GLEN ERIN,DR,,5025 GLEN ERIN DR,4407700,W9,43.55559300000,-79.71237600000,2009/02/11,2025/07/26,af33cb78-13e6-40da-9907-b09a98862aeb
