alternate_sales_number,facilities,geocoded_latitude,geocoded_longitude,internet_bell,internet_bell_fibre,internet_bell_vdsl,internet_cogeco,internet_execulink_bellcolo,internet_execulink_cable,internet_execulink_copper,internet_execulink_dialup,internet_execulink_fibre,internet_execulink_wireless,internet_rogers,mobility_execulink,murb_n,murb_y,original_address,phone_execulink_bellcolo,phone_execulink_cable,phone_execulink_copper,phone_execulink_digital,phone_execulink_fibre,row_index,security_execulink,tpia,tv_available,tv_execulink_cable,tv_execulink_copper,tv_execulink_fibre,tv_execulink_hls
1-866-706-1991,0,43.3868444,-80.4566992,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Kilkerran Cres, Kitchener, ON",0,0,0,1,0,128,0,1,1,0,0,0,1
1-866-706-1991,0,43.4081806,-80.4008279,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"100 King St E, Kitchener, ON",0,0,0,1,0,129,0,1,1,0,0,0,1
1-866-706-1991,0,43.433339,-80.4364551,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Kinzie Ave, Kitchener, ON",0,0,0,1,0,130,0,1,1,0,0,0,1
1-866-706-1991,0,43.4397807,-80.5398539,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"100 Lennox Cres, Kitchener, ON",0,0,0,1,0,131,0,1,1,0,0,0,1
1-866-706-1991,0,43.3872436,-80.2818087,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Light Dr, Cambridge, ON",0,0,0,1,0,132,0,1,1,0,0,0,1
1-866-706-1991,0,43.4164726,-80.390053,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"100 Maple Grove Rd, Cambridge, ON",0,0,0,1,0,133,0,1,1,0,0,0,1
1-866-706-1991,0,43.434411,-80.2966671,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Marcy Cres, Cambridge, ON",0,0,0,1,0,134,0,1,1,0,0,0,1
1-866-706-1991,0,43.4781148,-80.5073126,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Margaret Ave N, Waterloo, ON",0,0,0,1,0,135,0,1,1,0,0,0,1
1-866-706-1991,0,43.4354109,-80.4912337,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Mausser Ave, Kitchener, ON",0,0,0,1,0,136,0,1,1,0,0,0,1
1-866-706-1991,0,43.4104371,-80.3306853,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 McGovern Dr, Cambridge, ON",0,0,0,1,0,137,0,1,1,0,0,0,1
1-866-706-1991,0,43.4397619,-80.3181443,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"100 Memory Lane, Cambridge, ON",0,0,0,1,0,138,0,1,1,0,0,0,1
