alternate_sales_number,facilities,geocoded_latitude,geocoded_longitude,internet_bell,internet_bell_fibre,internet_bell_vdsl,internet_cogeco,internet_execulink_bellcolo,internet_execulink_cable,internet_execulink_copper,internet_execulink_dialup,internet_execulink_fibre,internet_execulink_wireless,internet_rogers,mobility_execulink,murb_n,murb_y,original_address,phone_execulink_bellcolo,phone_execulink_cable,phone_execulink_copper,phone_execulink_digital,phone_execulink_fibre,row_index,security_execulink,tpia,tv_available,tv_execulink_cable,tv_execulink_copper,tv_execulink_fibre,tv_execulink_hls
1-866-706-1991,0,43.90115249999999,-79.25269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"4 Belle Terre Way, Markham, ON",0,0,0,1,0,13,0,1,1,0,0,0,1
1-866-706-1991,0,44.0357846,-79.4132355,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"1292 McCron Crescent, Newmarket, ON",0,0,0,1,0,17,0,1,1,0,0,0,1
1-866-706-1991,0,44.35316,-79.6403211,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"58 Raymond Crescent, Barrie, ON",0,0,0,1,0,15,0,1,1,0,0,0,1
1-866-706-1991,0,43.96606999999999,-78.97230789999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"3 Northcastle Crescent, Brooklin, ON",0,0,0,1,0,19,0,1,1,0,0,0,1
1-866-706-1991,0,44.3639613,-79.6151016,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"3 Prince William Way, Barrie, ON",0,0,0,1,0,18,0,1,1,0,0,0,1
1-866-706-1991,0,44.0294295,-79.45457189999999,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"670 Wendy Culbert Crescent, Newmarket, ON",0,0,0,1,0,20,0,1,1,0,0,0,1
1-866-706-1991,0,43.9660442,-78.9399916,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"31 Hawstead Crescent, Brooklin, ON",0,0,0,1,0,21,0,1,1,0,0,0,1
1-866-706-1991,0,43.9825881,-79.4645401,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1 Henderson Drive, Aurora, ON",0,0,0,1,0,22,0,1,1,0,0,0,1
1-866-706-1991,0,44.3535171,-79.65572519999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"12 Nightingale Crescent, Barrie, ON",0,0,0,1,0,24,0,1,1,0,0,0,1
1-866-706-1991,0,43.9646783,-78.94488009999999,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"12 Kenilworth Crescent, Brooklin, ON",0,0,0,1,0,23,0,1,1,0,0,0,1
1-866-706-1991,0,44.3331306,-79.67127889999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"219 Saunders Road, Barrie, ON",0,0,0,1,0,25,0,1,1,0,0,0,1
1-866-706-1991,0,44.3528934,-79.65533479999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"23 Nightingale Crescent, Barrie, ON",0,0,0,1,0,26,0,1,1,0,0,0,1
1-866-706-1991,0,44.3363856,-79.67446749999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"44 Hooper Road, Barrie, ON",0,0,0,1,0,27,0,1,1,0,0,0,1
1-866-706-1991,0,43.8997644,-79.2503479,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"24 Sanctuary Way, Markham, ON",0,0,0,1,0,28,0,1,1,0,0,0,1
1-866-706-1991,0,43.4478595,-79.7067251,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1167 Lindsay Drive, Oakville, ON",0,0,0,1,0,30,0,1,1,0,0,0,1
1-866-706-1991,0,43.4557934,-79.7104482,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1332 Odessa Crescent, Oakville, ON",0,0,0,1,0,29,0,1,1,0,0,0,1
1-866-706-1991,0,43.47990220000001,-79.7042901,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2132 Laurelwood Drive, Oakville, ON",0,0,0,1,0,31,0,1,1,0,0,0,1
1-866-706-1991,0,44.35674909999999,-79.6089523,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"4 Shamrock Lane, Barrie, ON",0,0,0,1,0,32,0,1,1,0,0,0,1
1-866-706-1991,0,44.35596169999999,-79.608338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"42 Diana Way, Barrie, ON",0,0,0,1,0,33,0,1,1,0,0,0,1
1-866-706-1991,0,43.4260901,-79.78541890000001,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"2295 Natasha Circle, Oakville, ON",0,0,0,1,0,35,0,1,1,0,0,0,1
1-866-706-1991,0,43.4668971,-79.71336629999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"7 Martin Street, Oakville, ON",0,0,0,1,0,34,0,1,1,0,0,0,1
1-866-706-1991,0,43.4736526,-79.725437,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"72 Inverhuron Trail, Oakville, ON",0,0,0,1,0,37,0,1,1,0,0,0,1
1-866-706-1991,0,43.4755796,-79.7273599,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"48 Pike Road, Oakville, ON",0,0,0,1,0,38,0,1,1,0,0,0,1
1-866-706-1991,0,44.3558864,-79.6073899,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"22 Maple Crown Terrace, Barrie, ON",0,0,0,1,0,36,0,1,1,0,0,0,1
1-866-706-1991,0,43.45104,-79.74945989999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1270 Sagewood Crescent, Oakville, ON",0,0,0,1,0,40,0,1,1,0,0,0,1
1-866-706-1991,0,43.4249145,-79.76527150000001,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"3070 Ingleton Lane, Oakville, ON",0,0,0,1,0,39,0,1,1,0,0,0,1
1-866-706-1991,0,43.4399217,-79.7676958,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2293 Blue Oak Circle, Oakville, ON",0,0,0,1,0,41,0,1,1,0,0,0,1
1-866-706-1991,0,43.4391835,-79.74651,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2016 Westmount Drive, Oakville, ON",0,0,0,1,0,44,0,1,1,0,0,0,1
1-866-706-1991,0,43.4459039,-79.76007419999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2495 Parkglen Avenue, Oakville, ON",0,0,0,1,0,42,0,1,1,0,0,0,1
1-866-706-1991,0,43.4726424,-79.69737649999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"349 Huron Street, Oakville, ON",0,0,0,1,0,43,0,1,1,0,0,0,1
1-866-706-1991,0,43.43839639999999,-79.7133364,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1066 Montgomery Drive, Oakville, ON",0,0,0,1,0,46,0,1,1,0,0,0,1
1-866-706-1991,0,43.4410397,-79.7116219,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"529 Ridgewood Court, Oakville, ON",0,0,0,1,0,45,0,1,1,0,0,0,1
1-866-706-1991,0,43.4442777,-79.71740539999999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"1240 Montrose Abbey Drive, Oakville, ON",0,0,0,1,0,48,0,1,1,0,0,0,1
1-866-706-1991,0,43.4464692,-79.7102721,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"1140 Maidstone Crescent, Oakville, ON",0,0,0,1,0,49,0,1,1,0,0,0,1
1-866-706-1991,0,44.356707,-79.6061002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"43 Maple Crown Terrace, Barrie, ON",0,0,0,1,0,47,0,1,1,0,0,0,1
1-866-706-1991,0,44.3559345,-79.6415779,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"211 Kenneth Avenue, Barrie, ON",0,0,0,1,0,50,0,1,1,0,0,0,1
1-866-706-1991,0,43.4535615,-79.7483338,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2385 Falkland Crescent, Oakville, ON",0,0,0,1,0,52,0,1,1,0,0,0,1
1-866-706-1991,0,44.00003239999999,-79.4606362,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"34 Berczy Street, Aurora, ON",0,0,0,1,0,55,0,1,1,0,0,0,1
1-866-706-1991,0,44.358445,-79.60631959999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"67 The Queensway, Barrie, ON",0,0,0,1,0,51,0,1,1,0,0,0,1
1-866-706-1991,0,43.444323,-79.7419113,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2120 Summer Heights Trail, Oakville, ON",0,0,0,1,0,53,0,1,1,0,0,0,1
1-866-706-1991,0,44.352929,-79.6101337,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"60 Succession Crescent, Barrie, ON",0,0,0,1,0,54,0,1,1,0,0,0,1
1-866-706-1991,0,43.8433645,-79.2882648,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"42 Harness Circle, Markham, ON",0,0,0,1,0,57,0,1,1,0,0,0,1
1-866-706-1991,0,43.4387965,-79.7238842,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1205 Rushbrooke Drive, Oakville, ON",0,0,0,1,0,56,0,1,1,0,0,0,1
1-866-706-1991,0,44.3482942,-79.6633428,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"100 Gadwall Avenue, Barrie, ON",0,0,0,1,0,58,0,1,1,0,0,0,1
1-866-706-1991,0,43.4385281,-79.72430039999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1208 Rushbrooke Drive, Oakville, ON",0,0,0,1,0,59,0,1,1,0,0,0,1
1-866-706-1991,0,44.35499189999999,-79.60923799999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"22 Diana Way, Barrie, ON",0,0,0,1,0,60,0,1,1,0,0,0,1
1-866-706-1991,0,44.3490799,-79.66334789999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"74 Gadwall Avenue, Barrie, ON",0,0,0,1,0,62,0,1,1,0,0,0,1
1-866-706-1991,0,44.3482438,-79.6626472,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"53 Drake Drive, Barrie, ON",0,0,0,1,0,63,0,1,1,0,0,0,1
1-866-706-1991,0,44.354903,-79.6155339,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"119 Bourbon Circle, Barrie, ON",0,0,0,1,0,61,0,1,1,0,0,0,1
1-866-706-1991,0,43.4304918,-79.7245806,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1400 Fieldcrest Lane, Oakville, ON",0,0,0,1,0,66,0,1,1,0,0,0,1
1-866-706-1991,0,43.4355744,-79.7300016,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1383 Pineway Court, Oakville, ON",0,0,0,1,0,65,0,1,1,0,0,0,1
1-866-706-1991,0,44.3481361,-79.6626691,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"111 Gadwall Avenue, Barrie, ON",0,0,0,1,0,64,0,1,1,0,0,0,1
1-866-706-1991,0,44.3481062,-79.71163729999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"20 Bloom Crescent, Barrie, ON",0,0,0,1,0,67,0,1,1,0,0,0,1
1-866-706-1991,0,44.3652354,-79.60834830000002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"166 The Queensway, Barrie, ON",0,0,0,1,0,69,0,1,1,0,0,0,1
1-866-706-1991,0,43.44060229999999,-79.7203617,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"1134 Springbrook Crescent, Oakville, ON",0,0,0,1,0,68,0,1,1,0,0,0,1
1-866-706-1991,0,43.4439903,-79.70808009999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"407 Parkridge Crescent, Oakville, ON",0,0,0,1,0,70,0,1,1,0,0,0,1
1-866-706-1991,0,43.4433718,-79.7080264,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"418 Parkridge Crescent, Oakville, ON",0,0,0,1,0,71,0,1,1,0,0,0,1
1-866-706-1991,0,43.4514138,-79.751055,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1337 Ashwood Terrace, Oakville, ON",0,0,0,1,0,72,0,1,1,0,0,0,1
1-866-706-1991,0,43.4852038,-79.6920754,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2024 Grosvenor Street, Oakville, ON",0,0,0,1,0,73,0,1,1,0,0,0,1
1-866-706-1991,0,43.444497,-79.72525259999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1334 Birchcliff Drive, Oakville, ON",0,0,0,1,0,75,0,1,1,0,0,0,1
1-866-706-1991,0,43.4850355,-79.69179659999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2016 Grosvenor Street, Oakville, ON",0,0,0,1,0,74,0,1,1,0,0,0,1
1-866-706-1991,0,43.4996195,-79.6999683,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"2353 Presquile Drive, Oakville, ON",0,0,0,1,0,77,0,1,1,0,0,0,1
1-866-706-1991,0,43.426279,-79.7819547,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"3222 Saltaire Crescent, Oakville, ON",0,0,0,1,0,76,0,1,1,0,0,0,1
1-866-706-1991,0,43.4939658,-79.7021433,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1190 Kestell Boulevard, Oakville, ON",0,0,0,1,0,78,0,1,1,0,0,0,1
1-866-706-1991,0,43.4941014,-79.7032531,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2451 Hertfordshire Way, Oakville, ON",0,0,0,1,0,80,0,1,1,0,0,0,1
1-866-706-1991,0,43.4937552,-79.70205779999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1186 Kestell Boulevard, Oakville, ON",0,0,0,1,0,79,0,1,1,0,0,0,1
1-866-706-1991,0,44.36482609999999,-79.62558709999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"29 Jewel House Lane, Barrie, ON",0,0,0,1,0,81,0,1,1,0,0,0,1
1-866-706-1991,0,43.481556,-79.6867702,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1416 Grosvenor Street, Oakville, ON",0,0,0,1,0,82,0,1,1,0,0,0,1
1-866-706-1991,0,43.4771072,-79.7199404,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"106 Roxton Road, Oakville, ON",0,0,0,1,0,83,0,1,1,0,0,0,1
1-866-706-1991,0,43.4624136,-79.7062857,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1394 Sixth Line, Oakville, ON",0,0,0,1,0,84,0,1,1,0,0,0,1
1-866-706-1991,0,43.472736,-79.70879,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2075 Castlefield Crescent, Oakville, ON",0,0,0,1,0,85,0,1,1,0,0,0,1
1-866-706-1991,0,44.0065843,-79.444858,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"15340 Bayview Avenue, Aurora, ON",0,0,0,1,0,86,0,1,1,0,0,0,1
1-866-706-1991,0,43.9940082,-79.46589329999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"15017 Yonge Street, Aurora, ON",0,0,0,1,0,87,0,1,1,0,0,0,1
1-866-706-1991,0,43.4318157,-79.7781308,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2594 Valleyridge Drive, Oakville, ON",0,0,0,1,0,90,0,1,1,0,0,0,1
1-866-706-1991,0,43.4715113,-79.7087313,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2051 Oakmead Boulevard, Oakville, ON",0,0,0,1,0,89,0,1,1,0,0,0,1
1-866-706-1991,0,43.9870093,-79.4526448,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"305 Industrial Parkway South, Aurora, ON",0,0,0,1,0,88,0,1,1,0,0,0,1
1-866-706-1991,0,43.4320668,-79.7644518,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2333 Grand Oak Trail, Oakville, ON",0,0,0,1,0,91,0,1,1,0,0,0,1
1-866-706-1991,0,43.4359106,-79.7643341,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2165 Falling Green Drive, Oakville, ON",0,0,0,1,0,92,0,1,1,0,0,0,1
1-866-706-1991,0,43.4287869,-79.7697846,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"3041 Portree Crescent, Oakville, ON",0,0,0,1,0,94,0,1,1,0,0,0,1
1-866-706-1991,0,43.427857,-79.77028,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2379 Valleyridge Drive, Oakville, ON",0,0,0,1,0,93,0,1,1,0,0,0,1
1-866-706-1991,0,43.4370264,-79.76379349999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2196 Falling Green Drive, Oakville, ON",0,0,0,1,0,95,0,1,1,0,0,0,1
1-866-706-1991,0,43.8833218,-79.26290720000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"21 Marmill Way, Markham, ON",0,0,0,1,0,96,0,1,1,0,0,0,1
1-866-706-1991,0,43.8992298,-79.25723289999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"67 Park Place Drive, Markham, ON",0,0,0,1,0,97,0,1,1,0,0,0,1
1-866-706-1991,0,43.4374802,-79.7637325,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2375 Briargrove Circle, Oakville, ON",0,0,0,1,0,100,0,1,1,0,0,0,1
1-866-706-1991,0,43.8406962,-79.3901633,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"8 Orchid Road, Markham, ON",0,0,0,1,0,99,0,1,1,0,0,0,1
1-866-706-1991,0,43.8387866,-79.29130649999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"87 Forbes Crescent, Markham, ON",0,0,0,1,0,98,0,1,1,0,0,0,1
1-866-706-1991,0,43.43130559999999,-79.7748271,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"3074 Highvalley Road, Oakville, ON",0,0,0,1,0,101,0,1,1,0,0,0,1
1-866-706-1991,0,43.4308737,-79.77729,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2437 Springforest Drive, Oakville, ON",0,0,0,1,0,104,0,1,1,0,0,0,1
1-866-706-1991,0,44.3386198,-79.705214,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"47 Mapleton Avenue, Barrie, ON",0,0,0,1,0,102,0,1,1,0,0,0,1
1-866-706-1991,0,43.4285965,-79.75055979999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1540 Stationmaster Lane, Oakville, ON",0,0,0,1,0,103,0,1,1,0,0,0,1
1-866-706-1991,0,43.4261569,-79.7614135,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2544 Hemmford Drive, Oakville, ON",0,0,0,1,0,105,0,1,1,0,0,0,1
1-866-706-1991,0,43.4297993,-79.74800859999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2236 Shipwright Road, Oakville, ON",0,0,0,1,0,106,0,1,1,0,0,0,1
1-866-706-1991,0,43.8660663,-79.2574384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"38 Rougehaven Way, Markham, ON",0,0,0,1,0,107,0,1,1,0,0,0,1
1-866-706-1991,0,43.4568774,-79.70967929999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1359 Odessa Crescent, Oakville, ON",0,0,0,1,0,108,0,1,1,0,0,0,1
1-866-706-1991,0,43.4324331,-79.7447341,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1590 Heritage Way, Oakville, ON",0,0,0,1,0,109,0,1,1,0,0,0,1
1-866-706-1991,0,43.80998,-79.4069753,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"34 New Port Way, Markham, ON",0,0,0,1,0,110,0,1,1,0,0,0,1
1-866-706-1991,0,43.43978200000001,-79.7433837,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2133 White Dove Circle, Oakville, ON",0,0,0,1,0,112,0,1,1,0,0,0,1
1-866-706-1991,0,43.42836,-79.768615,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2245 Lyness Avenue, Oakville, ON",0,0,0,1,0,111,0,1,1,0,0,0,1
1-866-706-1991,0,43.4330766,-79.77858959999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"3100 Stornoway Circle, Oakville, ON",0,0,0,1,0,113,0,1,1,0,0,0,1
1-866-706-1991,0,43.4299518,-79.74738169999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1470 Reeves Gate, Oakville, ON",0,0,0,1,0,115,0,1,1,0,0,0,1
1-866-706-1991,0,43.4299623,-79.7478658,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2230 Shipwright Road, Oakville, ON",0,0,0,1,0,114,0,1,1,0,0,0,1
1-866-706-1991,0,43.4287144,-79.7722131,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2420 Valleyridge Drive, Oakville, ON",0,0,0,1,0,117,0,1,1,0,0,0,1
1-866-706-1991,0,43.9708113,-79.22403369999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"34 Edgehill Avenue, Stouffville, ON",0,0,0,1,0,116,0,1,1,0,0,0,1
1-866-706-1991,0,43.4679815,-79.7324313,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"337 Leacock Avenue, Oakville, ON",0,0,0,1,0,119,0,1,1,0,0,0,1
1-866-706-1991,0,43.4688524,-79.72138629999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2233 Munn's Avenue, Oakville, ON",0,0,0,1,0,118,0,1,1,0,0,0,1
1-866-706-1991,0,43.4706529,-79.73544380000001,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"275 River Glen Boulevard, Oakville, ON",0,0,0,1,0,120,0,1,1,0,0,0,1
1-866-706-1991,0,43.4556273,-79.7075261,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1288 Oxford Avenue, Oakville, ON",0,0,0,1,0,121,0,1,1,0,0,0,1
1-866-706-1991,0,43.4552253,-79.7072294,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"1285 Richards Crescent, Oakville, ON",0,0,0,1,0,122,0,1,1,0,0,0,1
1-866-706-1991,0,43.46679899999999,-79.7330116,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"333 Callaghan Crescent, Oakville, ON",0,0,0,1,0,123,0,1,1,0,0,0,1
1-866-706-1991,0,44.3669856,-79.6363181,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"17 Sandalwood Court, Barrie, ON",0,0,0,1,0,124,0,1,1,0,0,0,1
1-866-706-1991,0,43.4677926,-79.7386937,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"354 Grovehill Road, Oakville, ON",0,0,0,1,0,125,0,1,1,0,0,0,1
1-866-706-1991,0,43.46653209999999,-79.717968,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"87 River Oaks Boulevard West, Oakville, ON",0,0,0,1,0,126,0,1,1,0,0,0,1
1-866-706-1991,0,43.8660789,-79.3109636,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"147 Main Unionville Street, Markham, ON",0,0,0,1,0,127,0,1,1,0,0,0,1
1-866-706-1991,0,43.98029520000001,-79.4707926,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2 Lee Gate, Aurora, ON",0,0,0,1,0,128,0,1,1,0,0,0,1
1-866-706-1991,0,43.88862109999999,-79.285175,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"67 Tidewater Street, Markham, ON",0,0,0,1,0,130,0,1,1,0,0,0,1
1-866-706-1991,0,43.8799579,-79.3160037,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"20 Kylemore Way, Markham, ON",0,0,0,1,0,129,0,1,1,0,0,0,1
1-866-706-1991,0,44.36484160000001,-79.6633628,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"7 Gosney Crescent, Barrie, ON",0,0,0,1,0,131,0,1,1,0,0,0,1
1-866-706-1991,0,43.8756039,-79.29682919999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"20 Arborfield Lane, Markham, ON",0,0,0,1,0,133,0,1,1,0,0,0,1
1-866-706-1991,0,43.8755984,-79.2839977,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"78 Sunway Square, Markham, ON",0,0,0,1,0,132,0,1,1,0,0,0,1
1-866-706-1991,0,43.4690972,-79.7368836,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2433 Capilano Crescent, Oakville, ON",0,0,0,1,0,134,0,1,1,0,0,0,1
1-866-706-1991,0,43.8955765,-79.22263819999999,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"10 Summerside Street, Markham, ON",0,0,0,1,0,136,0,1,1,0,0,0,1
1-866-706-1991,0,44.3614938,-79.6498659,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"3 Carter Road, Barrie, ON",0,0,0,1,0,135,0,1,1,0,0,0,1
1-866-706-1991,0,43.4627723,-79.7406228,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"2416 Eden Valley Drive, Oakville, ON",0,0,0,1,0,137,0,1,1,0,0,0,1
1-866-706-1991,0,43.4607381,-79.70462049999999,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"126 Orsett Street, Oakville, ON",0,0,0,1,0,138,0,1,1,0,0,0,1
