alternate_sales_number,facilities,geocoded_latitude,geocoded_longitude,internet_bell,internet_bell_fibre,internet_bell_vdsl,internet_cogeco,internet_execulink_bellcolo,internet_execulink_cable,internet_execulink_copper,internet_execulink_dialup,internet_execulink_fibre,internet_execulink_wireless,internet_rogers,mobility_execulink,murb_n,murb_y,original_address,phone_execulink_bellcolo,phone_execulink_cable,phone_execulink_copper,phone_execulink_digital,phone_execulink_fibre,row_index,security_execulink,tpia,tv_available,tv_execulink_cable,tv_execulink_copper,tv_execulink_fibre,tv_execulink_hls
1-866-706-1991,0,44.07048169999999,-79.4313569,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"17665 Leslie Street, Newmarket, ON",0,0,0,1,0,33,0,1,1,0,0,0,1
1-866-706-1991,0,44.0686849,-79.4484197,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"739 Sunnypoint Drive, Newmarket, ON",0,0,0,1,0,30,0,1,1,0,0,0,1
1-866-706-1991,0,44.05981999999999,-79.4309612,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"17260 Leslie Street, Newmarket, ON",0,0,0,1,0,34,0,1,1,0,0,0,1
1-866-706-1991,0,44.0365121,-79.43443140000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"657 Exceller Circle, Newmarket, ON",0,0,0,1,0,36,0,1,1,0,0,0,1
1-866-706-1991,0,44.0384298,-79.4349033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"705 Exceller Circle, Newmarket, ON",0,0,0,1,0,38,0,1,1,0,0,0,1
1-866-706-1991,0,44.0338676,-79.4392907,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"884 Hilton Boulevard, Newmarket, ON",0,0,0,1,0,35,0,1,1,0,0,0,1
1-866-706-1991,0,44.0583961,-79.426785,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"1151 Gorham Street, Newmarket, ON",0,0,0,1,0,32,0,1,1,0,0,0,1
1-866-706-1991,0,44.0266817,-79.47665049999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"65 Shoniker Drive, Newmarket, ON",0,0,0,1,0,42,0,1,1,0,0,0,1
1-866-706-1991,0,44.0376075,-79.4733372,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"75 Mulock Drive, Newmarket, ON",0,0,0,1,0,40,0,1,1,0,0,0,1
1-866-706-1991,0,44.0555186,-79.4627637,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"371 Queen Street, Newmarket, ON",0,0,0,1,0,25,0,1,1,0,0,0,1
1-866-706-1991,0,44.0557032,-79.46395,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"76 Joseph Street, Newmarket, ON",0,0,0,1,0,15,0,1,1,0,0,0,1
1-866-706-1991,0,44.0333459,-79.43475049999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"861 Lockwood Circle, Newmarket, ON",0,0,0,1,0,48,0,1,1,0,0,0,1
1-866-706-1991,0,44.0769167,-79.4270483,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1220 Stellar Drive, Newmarket, ON",0,0,0,1,0,19,0,1,1,0,0,0,1
1-866-706-1991,0,44.0333864,-79.441955,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"816 Best Circle, Newmarket, ON",0,0,0,1,0,39,0,1,1,0,0,0,1
1-866-706-1991,0,44.0594329,-79.4224758,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"1251 Gorham Street, Newmarket, ON",0,0,0,1,0,20,0,1,1,0,0,0,1
1-866-706-1991,0,44.0258279,-79.4777505,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"1002 Oaktree Crescent, Newmarket, ON",0,0,0,1,0,47,0,1,1,0,0,0,1
1-866-706-1991,0,44.03176879999999,-79.43443359999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"896 Lockwood Circle, Newmarket, ON",0,0,0,1,0,51,0,1,1,0,0,0,1
1-866-706-1991,0,44.0353281,-79.4404069,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"834 Stonehaven Avenue, Newmarket, ON",0,0,0,1,0,45,0,1,1,0,0,0,1
1-866-706-1991,0,44.0341337,-79.4280982,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1046 Secretariate Road, Newmarket, ON",0,0,0,1,0,50,0,1,1,0,0,0,1
1-866-706-1991,0,44.0326817,-79.4304117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"992 Portminster Court, Newmarket, ON",0,0,0,1,0,44,0,1,1,0,0,0,1
1-866-706-1991,0,44.0351729,-79.43163229999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1015 Creebridge Crescent, Newmarket, ON",0,0,0,1,0,43,0,1,1,0,0,0,1
1-866-706-1991,0,44.0578253,-79.4632231,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"21 Niagara Street, Newmarket, ON",0,0,0,1,0,21,0,1,1,0,0,0,1
1-866-706-1991,0,44.0658419,-79.488186,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"372 Marble Place, Newmarket, ON",0,0,0,1,0,53,0,1,1,0,0,0,1
1-866-706-1991,0,44.04822619999999,-79.46926789999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"251 Scott Avenue, Newmarket, ON",0,0,0,1,0,52,0,1,1,0,0,0,1
1-866-706-1991,0,44.0256251,-79.47559369999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"927 Oaktree Crescent, Newmarket, ON",0,0,0,1,0,49,0,1,1,0,0,0,1
1-866-706-1991,0,44.0585371,-79.47506849999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"127 Maurice Court, Newmarket, ON",0,0,0,1,0,56,0,1,1,0,0,0,1
1-866-706-1991,0,44.0379656,-79.4379979,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"868 Tegal Place, Newmarket, ON",0,0,0,1,0,46,0,1,1,0,0,0,1
1-866-706-1991,0,44.0415025,-79.4909184,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"297 McCaffrey Road, Newmarket, ON",0,0,0,1,0,57,0,1,1,0,0,0,1
1-866-706-1991,0,44.0634697,-79.4326115,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"67 Manning Crescent, Newmarket, ON",0,0,0,1,0,54,0,1,1,0,0,0,1
1-866-706-1991,0,44.04512769999999,-79.459524,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"359 Roywood Crescent, Newmarket, ON",0,0,0,1,0,61,0,1,1,0,0,0,1
1-866-706-1991,0,44.0652027,-79.4326671,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"42 Manning Crescent, Newmarket, ON",0,0,0,1,0,55,0,1,1,0,0,0,1
1-866-706-1991,0,44.0320401,-79.48614359999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"649 Society Crescent, Newmarket, ON",0,0,0,1,0,64,0,1,1,0,0,0,1
1-866-706-1991,0,44.0634017,-79.4770748,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"112 London Road, Newmarket, ON",0,0,0,1,0,60,0,1,1,0,0,0,1
1-866-706-1991,0,44.0345696,-79.4783485,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"162 Banbrooke Crescent, Newmarket, ON",0,0,0,1,0,58,0,1,1,0,0,0,1
1-866-706-1991,0,44.0467774,-79.4959231,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"312 Kirby Crescent, Newmarket, ON",0,0,0,1,0,59,0,1,1,0,0,0,1
1-866-706-1991,0,44.0462315,-79.43085250000001,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"524 Foxcroft Boulevard, Newmarket, ON",0,0,0,1,0,62,0,1,1,0,0,0,1
1-866-706-1991,0,44.03446,-79.4247592,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1099 Broughton Lane, Newmarket, ON",0,0,0,1,0,63,0,1,1,0,0,0,1
1-866-706-1991,0,44.0310942,-79.47693989999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"244 Coleridge Drive, Newmarket, ON",0,0,0,1,0,65,0,1,1,0,0,0,1
1-866-706-1991,0,44.0659242,-79.4810894,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"321 Primrose Lane, Newmarket, ON",0,0,0,1,0,69,0,1,1,0,0,0,1
1-866-706-1991,0,44.0654557,-79.46813279999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"312 Harewood Boulevard, Newmarket, ON",0,0,0,1,0,66,0,1,1,0,0,0,1
1-866-706-1991,0,44.0655396,-79.45097940000001,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"113 Meadowbank Road, Newmarket, ON",0,0,0,1,0,70,0,1,1,0,0,0,1
1-866-706-1991,0,44.0544428,-79.461621,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"128 Niagara Street, Newmarket, ON",0,0,0,1,0,68,0,1,1,0,0,0,1
1-866-706-1991,0,44.0691538,-79.4816804,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"39 Doris Crescent, Newmarket, ON",0,0,0,1,0,72,0,1,1,0,0,0,1
1-866-706-1991,0,44.0441746,-79.4985971,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"338 Alex Doner Drive, Newmarket, ON",0,0,0,1,0,73,0,1,1,0,0,0,1
1-866-706-1991,0,44.0350259,-79.428282,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1169 Secretariate Road, Newmarket, ON",0,0,0,1,0,75,0,1,1,0,0,0,1
1-866-706-1991,0,44.0761934,-79.4430588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"399 Glover Lane, Newmarket, ON",0,0,0,1,0,74,0,1,1,0,0,0,1
1-866-706-1991,0,44.0267755,-79.47468,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"921 Joe Persechini Drive, Newmarket, ON",0,0,0,1,0,78,0,1,1,0,0,0,1
1-866-706-1991,0,44.0552299,-79.4383249,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"206 Peterwood Court, Newmarket, ON",0,0,0,1,0,67,0,1,1,0,0,0,1
1-866-706-1991,0,44.0393864,-79.48080870000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"54 Clearmeadow Boulevard, Newmarket, ON",0,0,0,1,0,80,0,1,1,0,0,0,1
1-866-706-1991,0,44.0609084,-79.4895499,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"150 Flagstone Way, Newmarket, ON",0,0,0,1,0,81,0,1,1,0,0,0,1
1-866-706-1991,0,44.0578941,-79.4366629,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"186 Carlson Drive, Newmarket, ON",0,0,0,1,0,82,0,1,1,0,0,0,1
1-866-706-1991,0,44.0305679,-79.4421954,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"894 Comfort Lane, Newmarket, ON",0,0,0,1,0,83,0,1,1,0,0,0,1
1-866-706-1991,0,44.055786,-79.437778,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"205 Peterwood Court, Newmarket, ON",0,0,0,1,0,71,0,1,1,0,0,0,1
1-866-706-1991,0,44.0456367,-79.4443033,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"592 Dutch Elliott Court, Newmarket, ON",0,0,0,1,0,84,0,1,1,0,0,0,1
1-866-706-1991,0,44.0688419,-79.466717,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"346 Darlington Crescent, Newmarket, ON",0,0,0,1,0,90,0,1,1,0,0,0,1
1-866-706-1991,0,44.0384296,-79.480576,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"461 Menczel Crescent, Newmarket, ON",0,0,0,1,0,88,0,1,1,0,0,0,1
1-866-706-1991,0,44.062133,-79.4334891,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"1093 Wildwood Drive, Newmarket, ON",0,0,0,1,0,89,0,1,1,0,0,0,1
1-866-706-1991,0,44.0769324,-79.4372698,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"381 Luesby Lane, Newmarket, ON",0,0,0,1,0,86,0,1,1,0,0,0,1
1-866-706-1991,0,44.0262296,-79.468814,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"163 Widdifield Avenue, Newmarket, ON",0,0,0,1,0,93,0,1,1,0,0,0,1
1-866-706-1991,0,44.0408062,-79.5004201,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"142 Rhodes Circle, Newmarket, ON",0,0,0,1,0,87,0,1,1,0,0,0,1
1-866-706-1991,0,44.0425915,-79.4992762,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"375 Binns Avenue, Newmarket, ON",0,0,0,1,0,96,0,1,1,0,0,0,1
1-866-706-1991,0,44.0473286,-79.4717379,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"264 Carol Avenue, Newmarket, ON",0,0,0,1,0,95,0,1,1,0,0,0,1
1-866-706-1991,0,44.0651311,-79.4807685,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"288 Carlisle Street, Newmarket, ON",0,0,0,1,0,92,0,1,1,0,0,0,1
1-866-706-1991,0,44.0516714,-79.5020924,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"21 Bulmer Crescent, Newmarket, ON",0,0,0,1,0,94,0,1,1,0,0,0,1
1-866-706-1991,0,44.0730719,-79.45785289999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"358 Ashworth Drive, Newmarket, ON",0,0,0,1,0,91,0,1,1,0,0,0,1
1-866-706-1991,0,44.0307524,-79.439026,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"911 Schaeffer Outlook, Newmarket, ON",0,0,0,1,0,100,0,1,1,0,0,0,1
1-866-706-1991,0,44.0716946,-79.4504029,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"714 Elgin Street, Newmarket, ON",0,0,0,1,0,103,0,1,1,0,0,0,1
1-866-706-1991,0,44.0470024,-79.4390069,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"525 Devanjan Circle, Newmarket, ON",0,0,0,1,0,85,0,1,1,0,0,0,1
1-866-706-1991,0,44.0487521,-79.4830716,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"180 Brammar Street, Newmarket, ON",0,0,0,1,0,97,0,1,1,0,0,0,1
1-866-706-1991,0,44.0621366,-79.44990779999999,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"679 Davis Drive, Newmarket, ON",0,0,0,1,0,101,0,1,1,0,0,0,1
1-866-706-1991,0,44.0705189,-79.44423619999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"833 Columbia Court, Newmarket, ON",0,0,0,1,0,102,0,1,1,0,0,0,1
1-866-706-1991,0,44.06043589999999,-79.4887925,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"150 Alfred Smith Way, Newmarket, ON",0,0,0,1,0,99,0,1,1,0,0,0,1
1-866-706-1991,0,44.027114,-79.474639,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"154 Hartford Crescent, Newmarket, ON",0,0,0,1,0,104,0,1,1,0,0,0,1
1-866-706-1991,0,44.032655,-79.428772,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1027 Sir Ivor Court, Newmarket, ON",0,0,0,1,0,107,0,1,1,0,0,0,1
1-866-706-1991,0,44.037259,-79.484121,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"266 Surgeoner Crescent, Newmarket, ON",0,0,0,1,0,110,0,1,1,0,0,0,1
1-866-706-1991,0,44.0621698,-79.4768581,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"197 Sheffield Street, Newmarket, ON",0,0,0,1,0,106,0,1,1,0,0,0,1
1-866-706-1991,0,44.0627907,-79.47098179999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"230 Yorkshire Drive, Newmarket, ON",0,0,0,1,0,98,0,1,1,0,0,0,1
1-866-706-1991,0,44.05110029999999,-79.48340189999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"81 Marsden Court, Newmarket, ON",0,0,0,1,0,105,0,1,1,0,0,0,1
1-866-706-1991,0,44.0617544,-79.4480045,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"712 Davis Drive, Newmarket, ON",0,0,0,1,0,109,0,1,1,0,0,0,1
1-866-706-1991,0,44.0384527,-79.4899148,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"177 Denise Circle, Newmarket, ON",0,0,0,1,0,114,0,1,1,0,0,0,1
1-866-706-1991,0,44.0698113,-79.4747256,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"194 Forsyth Road, Newmarket, ON",0,0,0,1,0,112,0,1,1,0,0,0,1
1-866-706-1991,0,44.0561414,-79.4498412,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"647 Srigley Street, Newmarket, ON",0,0,0,1,0,108,0,1,1,0,0,0,1
1-866-706-1991,0,44.0679791,-79.4639064,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"406 Selby Crescent, Newmarket, ON",0,0,0,1,0,115,0,1,1,0,0,0,1
1-866-706-1991,0,44.025469,-79.472134,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"73 Widdifield Avenue, Newmarket, ON",0,0,0,1,0,111,0,1,1,0,0,0,1
1-866-706-1991,0,44.0437652,-79.47326319999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"98 Beswick Drive, Newmarket, ON",0,0,0,1,0,120,0,1,1,0,0,0,1
1-866-706-1991,0,44.0527791,-79.47893789999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"17415 Yonge Street, Newmarket, ON",0,0,0,1,0,118,0,1,1,0,0,0,1
1-866-706-1991,0,44.048641,-79.4757662,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"67 Lewis Drive, Newmarket, ON",0,0,0,1,0,125,0,1,1,0,0,0,1
1-866-706-1991,0,44.0559913,-79.4944493,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"85 Memorial Gardens Way, Newmarket, ON",0,0,0,1,0,117,0,1,1,0,0,0,1
1-866-706-1991,0,44.06537489999999,-79.4412195,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"35 Eastman Crescent, Newmarket, ON",0,0,0,1,0,122,0,1,1,0,0,0,1
1-866-706-1991,0,44.0526451,-79.46116959999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"178 Victoria Street, Newmarket, ON",0,0,0,1,0,123,0,1,1,0,0,0,1
1-866-706-1991,0,44.0525486,-79.4836613,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"41 Eves Court, Newmarket, ON",0,0,0,1,0,124,0,1,1,0,0,0,1
1-866-706-1991,0,44.0314911,-79.44623899999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"585 Holgate Circle, Newmarket, ON",0,0,0,1,0,121,0,1,1,0,0,0,1
1-866-706-1991,0,44.0647084,-79.4680824,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"320 Exeter Court, Newmarket, ON",0,0,0,1,0,113,0,1,1,0,0,0,1
1-866-706-1991,0,44.02843,-79.463858,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"246 Jelley Avenue, Newmarket, ON",0,0,0,1,0,116,0,1,1,0,0,0,1
1-866-706-1991,0,44.0345452,-79.47969789999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"215 Banbrooke Crescent, Newmarket, ON",0,0,0,1,0,126,0,1,1,0,0,0,1
1-866-706-1991,0,44.07633389999999,-79.4414323,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"380 Waratah Avenue, Newmarket, ON",0,0,0,1,0,127,0,1,1,0,0,0,1
1-866-706-1991,0,44.0690929,-79.4613549,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"289 Burford Street, Newmarket, ON",0,0,0,1,0,133,0,1,1,0,0,0,1
1-866-706-1991,0,44.0618325,-79.4794533,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"52 Wimbleton Court, Newmarket, ON",0,0,0,1,0,129,0,1,1,0,0,0,1
1-866-706-1991,0,44.0646035,-79.47941879999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"65 London Road, Newmarket, ON",0,0,0,1,0,128,0,1,1,0,0,0,1
1-866-706-1991,0,44.0577736,-79.4758719,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"108 Sheldon Avenue, Newmarket, ON",0,0,0,1,0,131,0,1,1,0,0,0,1
1-866-706-1991,0,44.0333619,-79.4269395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1044 Broughton Lane, Newmarket, ON",0,0,0,1,0,140,0,1,1,0,0,0,1
1-866-706-1991,0,44.0418021,-79.43063029999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1039 Ivsbridge Boulevard, Newmarket, ON",0,0,0,1,0,132,0,1,1,0,0,0,1
1-866-706-1991,0,44.045322,-79.449088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"495 Greig Circle, Newmarket, ON",0,0,0,1,0,135,0,1,1,0,0,0,1
1-866-706-1991,0,44.07302019999999,-79.4376762,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"993 Elgin Street, Newmarket, ON",0,0,0,1,0,136,0,1,1,0,0,0,1
1-866-706-1991,0,44.0820693,-79.4264893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1271 Ringwell Drive, Newmarket, ON",0,0,0,1,0,139,0,1,1,0,0,0,1
1-866-706-1991,0,44.0383757,-79.43642899999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"730 Kingsmere Avenue, Newmarket, ON",0,0,0,1,0,138,0,1,1,0,0,0,1
1-866-706-1991,0,44.0464058,-79.4491776,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"521 Greig Circle, Newmarket, ON",0,0,0,1,0,143,0,1,1,0,0,0,1
1-866-706-1991,0,44.061822,-79.48787759999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"251 Coachwhip Trail, Newmarket, ON",0,0,0,1,0,142,0,1,1,0,0,0,1
1-866-706-1991,0,44.05625269999999,-79.4602902,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"429 Queen Street, Newmarket, ON",0,0,0,1,0,144,0,1,1,0,0,0,1
1-866-706-1991,0,44.069243,-79.4732011,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"216 Bristol Road, Newmarket, ON",0,0,0,1,0,151,0,1,1,0,0,0,1
