alternate_sales_number,facilities,geocoded_latitude,geocoded_longitude,internet_bell,internet_bell_fibre,internet_bell_vdsl,internet_cogeco,internet_execulink_bellcolo,internet_execulink_cable,internet_execulink_copper,internet_execulink_dialup,internet_execulink_fibre,internet_execulink_wireless,internet_rogers,mobility_execulink,murb_n,murb_y,original_address,phone_execulink_bellcolo,phone_execulink_cable,phone_execulink_copper,phone_execulink_digital,phone_execulink_fibre,row_index,security_execulink,tpia,tv_available,tv_execulink_cable,tv_execulink_copper,tv_execulink_fibre,tv_execulink_hls
1-866-706-1991,0,43.5621436,-79.76177489999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6032 OSPREY BLVD, MISSISSAUGA, ON",0,0,0,1,0,15,0,1,1,0,0,0,1
1-866-706-1991,0,43.55542459999999,-79.7384623,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"5495 FESTIVAL DR, MISSISSAUGA, ON",0,0,0,1,0,17,0,1,1,0,0,0,1
1-866-706-1991,0,43.5609614,-79.7414991,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3144 VELMAR DR, MISSISSAUGA, ON",0,0,0,1,0,18,0,1,1,0,0,0,1
1-866-706-1991,0,43.5397209,-79.6992222,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4059 MARIGOLD CRES, MISSISSAUGA, ON",0,0,0,1,0,19,0,1,1,0,0,0,1
1-866-706-1991,0,43.5344541,-79.7129191,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3288 WILMAR CRES, MISSISSAUGA, ON",0,0,0,1,0,20,0,1,1,0,0,0,1
1-866-706-1991,0,43.5200655,-79.6917098,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3145 COLDSTREAM RD, MISSISSAUGA, ON",0,0,0,1,0,22,0,1,1,0,0,0,1
1-866-706-1991,0,43.5769913,-79.7579599,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6589 EDENWOOD DR, MISSISSAUGA, ON",0,0,0,1,0,21,0,1,1,0,0,0,1
1-866-706-1991,0,43.5255383,-79.6743513,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2557 THORN LODGE DR, MISSISSAUGA, ON",0,0,0,1,0,23,0,1,1,0,0,0,1
1-866-706-1991,0,43.5486331,-79.7465813,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3907 SWIFTDALE DR, MISSISSAUGA, ON",0,0,0,1,0,25,0,1,1,0,0,0,1
1-866-706-1991,0,43.5652772,-79.731963,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5677 WELLS PL, MISSISSAUGA, ON",0,0,0,1,0,24,0,1,1,0,0,0,1
1-866-706-1991,0,43.563738,-79.7579512,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6115 OSPREY BLVD, MISSISSAUGA, ON",0,0,0,1,0,26,0,1,1,0,0,0,1
1-866-706-1991,0,43.5493944,-79.7313858,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3245 ESCADA DR, MISSISSAUGA, ON",0,0,0,1,0,27,0,1,1,0,0,0,1
1-866-706-1991,0,43.5381639,-79.6930419,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3411 ASH ROW CRES, MISSISSAUGA, ON",0,0,0,1,0,28,0,1,1,0,0,0,1
1-866-706-1991,0,43.5541937,-79.73676999999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"5411 FESTIVAL DR, MISSISSAUGA, ON",0,0,0,1,0,29,0,1,1,0,0,0,1
1-866-706-1991,0,43.565713,-79.7635395,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3740 FOREST BLUFF CRES, MISSISSAUGA, ON",0,0,0,1,0,31,0,1,1,0,0,0,1
1-866-706-1991,0,43.5532888,-79.7062842,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2390 CREDIT VALLEY RD, MISSISSAUGA, ON",0,0,0,1,0,32,0,1,1,0,0,0,1
1-866-706-1991,0,43.5632106,-79.6984305,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1969 PIMLICO CRT, MISSISSAUGA, ON",0,0,0,1,0,30,0,1,1,0,0,0,1
1-866-706-1991,0,43.5378855,-79.691261,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3457 ASH ROW CRES, MISSISSAUGA, ON",0,0,0,1,0,33,0,1,1,0,0,0,1
1-866-706-1991,0,43.54486490000001,-79.7381723,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5368 CHURCHILL MEADOWS BLVD, MISSISSAUGA, ON",0,0,0,1,0,34,0,1,1,0,0,0,1
1-866-706-1991,0,43.5393334,-79.70258410000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3052 FOLKWAY DR, MISSISSAUGA, ON",0,0,0,1,0,35,0,1,1,0,0,0,1
1-866-706-1991,0,43.5803798,-79.7823123,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7170 BLACK WALNUT TR, MISSISSAUGA, ON",0,0,0,1,0,37,0,1,1,0,0,0,1
1-866-706-1991,0,43.55372260000001,-79.7030659,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4372 IDLEWILDE CRES, MISSISSAUGA, ON",0,0,0,1,0,39,0,1,1,0,0,0,1
1-866-706-1991,0,43.5865432,-79.7794267,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7128 HARDING CRES, MISSISSAUGA, ON",0,0,0,1,0,36,0,1,1,0,0,0,1
1-866-706-1991,0,43.5535404,-79.7504068,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3738 BRINWOOD GATE, MISSISSAUGA, ON",0,0,0,1,0,38,0,1,1,0,0,0,1
1-866-706-1991,0,43.5218075,-79.6779028,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2564 MERRINGTON CRES, MISSISSAUGA, ON",0,0,0,1,0,41,0,1,1,0,0,0,1
1-866-706-1991,0,43.53113279999999,-79.71820249999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4181 SLADEVIEW CRES, MISSISSAUGA, ON",0,0,0,1,0,40,0,1,1,0,0,0,1
1-866-706-1991,0,43.51418959999999,-79.6389071,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1260 EPTON CRES, MISSISSAUGA, ON",0,0,0,1,0,42,0,1,1,0,0,0,1
1-866-706-1991,0,43.5395914,-79.72120509999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4839 BLOOMBURG DR, MISSISSAUGA, ON",0,0,0,1,0,43,0,1,1,0,0,0,1
1-866-706-1991,0,43.5157946,-79.63973759999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1352 EPTON CRES, MISSISSAUGA, ON",0,0,0,1,0,44,0,1,1,0,0,0,1
1-866-706-1991,0,43.5340759,-79.63124839999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1513 CALUMET PL, MISSISSAUGA, ON",0,0,0,1,0,45,0,1,1,0,0,0,1
1-866-706-1991,0,43.5492767,-79.7229512,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5118 NESTLING GROV, MISSISSAUGA, ON",0,0,0,1,0,46,0,1,1,0,0,0,1
1-866-706-1991,0,43.5352542,-79.6944481,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3535 PITCH PINE CRES, MISSISSAUGA, ON",0,0,0,1,0,47,0,1,1,0,0,0,1
1-866-706-1991,0,43.5276748,-79.710267,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3964 RUSHTON CRES, MISSISSAUGA, ON",0,0,0,1,0,48,0,1,1,0,0,0,1
1-866-706-1991,0,43.5432886,-79.6676179,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1905 BROAD HOLLOW GATE, MISSISSAUGA, ON",0,0,0,1,0,49,0,1,1,0,0,0,1
1-866-706-1991,0,43.54930239999999,-79.7231199,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5122 NESTLING GROV, MISSISSAUGA, ON",0,0,0,1,0,50,0,1,1,0,0,0,1
1-866-706-1991,0,43.555839,-79.7412543,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5639 RALEIGH ST, MISSISSAUGA, ON",0,0,0,1,0,51,0,1,1,0,0,0,1
1-866-706-1991,0,43.5753616,-79.78405479999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6963 LISANNE CRT, MISSISSAUGA, ON",0,0,0,1,0,52,0,1,1,0,0,0,1
1-866-706-1991,0,43.5533951,-79.72630029999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3221 CABANO CRES, MISSISSAUGA, ON",0,0,0,1,0,53,0,1,1,0,0,0,1
1-866-706-1991,0,43.5378395,-79.7046586,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3055 PRENTISS RD, MISSISSAUGA, ON",0,0,0,1,0,55,0,1,1,0,0,0,1
1-866-706-1991,0,43.5575437,-79.7410062,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5588 WATERWIND CRES, MISSISSAUGA, ON",0,0,0,1,0,54,0,1,1,0,0,0,1
1-866-706-1991,0,43.5383763,-79.64087289999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2158 HESWALL CRT, MISSISSAUGA, ON",0,0,0,1,0,56,0,1,1,0,0,0,1
1-866-706-1991,0,43.532143,-79.6283377,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1446 CHASEHURST DR, MISSISSAUGA, ON",0,0,0,1,0,57,0,1,1,0,0,0,1
1-866-706-1991,0,43.5822249,-79.7719243,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3157 HARRIS CRES, MISSISSAUGA, ON",0,0,0,1,0,58,0,1,1,0,0,0,1
1-866-706-1991,0,43.5289875,-79.6955267,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3088 THE COLLEGEWAY , MISSISSAUGA, ON",0,0,0,1,0,59,0,1,1,0,0,0,1
1-866-706-1991,0,43.53931970000001,-79.7311376,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5057 CHURCHILL MEADOWS BLVD, MISSISSAUGA, ON",0,0,0,1,0,60,0,1,1,0,0,0,1
1-866-706-1991,0,43.5424219,-79.70262029999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4192 TAFFEY CRES, MISSISSAUGA, ON",0,0,0,1,0,61,0,1,1,0,0,0,1
1-866-706-1991,0,43.5314521,-79.69591419999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3044 HARVEY CRES, MISSISSAUGA, ON",0,0,0,1,0,64,0,1,1,0,0,0,1
1-866-706-1991,0,43.5823092,-79.7925983,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"7301 ROSEHURST DR, MISSISSAUGA, ON",0,0,0,1,0,63,0,1,1,0,0,0,1
1-866-706-1991,0,43.5423654,-79.6992351,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4113 JEFTON CRES, MISSISSAUGA, ON",0,0,0,1,0,65,0,1,1,0,0,0,1
1-866-706-1991,0,43.5754171,-79.7373805,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5977 CHIDHAM CRES, MISSISSAUGA, ON",0,0,0,1,0,62,0,1,1,0,0,0,1
1-866-706-1991,0,43.5533099,-79.69287450000002,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2469 PLOUGHSHARE CRT, MISSISSAUGA, ON",0,0,0,1,0,67,0,1,1,0,0,0,1
1-866-706-1991,0,43.5368986,-79.72202419999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3398 COVENT CRES, MISSISSAUGA, ON",0,0,0,1,0,66,0,1,1,0,0,0,1
1-866-706-1991,0,43.5421698,-79.7377407,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5355 MALLORY RD, MISSISSAUGA, ON",0,0,0,1,0,68,0,1,1,0,0,0,1
1-866-706-1991,0,43.5709057,-79.7626817,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6444 LONGSPUR RD, MISSISSAUGA, ON",0,0,0,1,0,69,0,1,1,0,0,0,1
1-866-706-1991,0,43.5775209,-79.7279527,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5762 TURNEY DR, MISSISSAUGA, ON",0,0,0,1,0,70,0,1,1,0,0,0,1
1-866-706-1991,0,43.5348978,-79.6652319,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2600 COMET CRT, MISSISSAUGA, ON",0,0,0,1,0,73,0,1,1,0,0,0,1
1-866-706-1991,0,43.5307665,-79.68767969999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3285 TALLMAST CRES, MISSISSAUGA, ON",0,0,0,1,0,71,0,1,1,0,0,0,1
1-866-706-1991,0,43.5706055,-79.7188298,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2376 BANKSIDE DR, MISSISSAUGA, ON",0,0,0,1,0,72,0,1,1,0,0,0,1
1-866-706-1991,0,43.5442074,-79.7210796,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3350 SOUTHWICK ST, MISSISSAUGA, ON",0,0,0,1,0,75,0,1,1,0,0,0,1
1-866-706-1991,0,43.5744639,-79.75932949999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6444 COLEBROOK CRES, MISSISSAUGA, ON",0,0,0,1,0,74,0,1,1,0,0,0,1
1-866-706-1991,0,43.5805142,-79.75357790000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5565 MONTEVIDEO RD, MISSISSAUGA, ON",0,0,0,1,0,76,0,1,1,0,0,0,1
1-866-706-1991,0,43.5380165,-79.6560554,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2476 ST. WYNTEN'S CRT, MISSISSAUGA, ON",0,0,0,1,0,77,0,1,1,0,0,0,1
1-866-706-1991,0,43.52023459999999,-79.6391482,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2121 BARSUDA DR, MISSISSAUGA, ON",0,0,0,1,0,79,0,1,1,0,0,0,1
1-866-706-1991,0,43.5702345,-79.75338649999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6224 MILLER'S GROV, MISSISSAUGA, ON",0,0,0,1,0,80,0,1,1,0,0,0,1
1-866-706-1991,0,43.5337519,-79.6998009,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3657 STRATTON WOODS CRT, MISSISSAUGA, ON",0,0,0,1,0,78,0,1,1,0,0,0,1
1-866-706-1991,0,43.540898,-79.6956177,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2804 CATHIAN CRT, MISSISSAUGA, ON",0,0,0,1,0,81,0,1,1,0,0,0,1
1-866-706-1991,0,43.5172138,-79.6407629,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1367 LUDBROOK CRT, MISSISSAUGA, ON",0,0,0,1,0,82,0,1,1,0,0,0,1
1-866-706-1991,0,43.5206266,-79.6691611,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2525 BARCELLA CRES, MISSISSAUGA, ON",0,0,0,1,0,83,0,1,1,0,0,0,1
1-866-706-1991,0,43.5653484,-79.7561187,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3315 SUNDEW CRT, MISSISSAUGA, ON",0,0,0,1,0,84,0,1,1,0,0,0,1
1-866-706-1991,0,43.5922106,-79.7843386,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"7377 JAYSNEST RD, MISSISSAUGA, ON",0,0,0,1,0,86,0,1,1,0,0,0,1
1-866-706-1991,0,43.55989599999999,-79.7466805,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5846 TERRAPARK TR, MISSISSAUGA, ON",0,0,0,1,0,85,0,1,1,0,0,0,1
1-866-706-1991,0,43.58881820000001,-79.77636799999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7209 DANTON PROMENADE , MISSISSAUGA, ON",0,0,0,1,0,87,0,1,1,0,0,0,1
1-866-706-1991,0,43.5137131,-79.6498153,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2407 BONNER RD, MISSISSAUGA, ON",0,0,0,1,0,88,0,1,1,0,0,0,1
1-866-706-1991,0,43.5466059,-79.7395777,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5433 CHURCHILL MEADOWS BLVD, MISSISSAUGA, ON",0,0,0,1,0,89,0,1,1,0,0,0,1
1-866-706-1991,0,43.5330702,-79.62496279999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1394 LORNE PARK RD, MISSISSAUGA, ON",0,0,0,1,0,91,0,1,1,0,0,0,1
1-866-706-1991,0,43.5248399,-79.6438289,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1952 DAVEBROOK RD, MISSISSAUGA, ON",0,0,0,1,0,90,0,1,1,0,0,0,1
1-866-706-1991,0,43.543266,-79.7228435,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3413 SOUTHWICK ST, MISSISSAUGA, ON",0,0,0,1,0,92,0,1,1,0,0,0,1
1-866-706-1991,0,43.5753239,-79.7309065,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5877 LEESIDE CRES, MISSISSAUGA, ON",0,0,0,1,0,94,0,1,1,0,0,0,1
1-866-706-1991,0,43.512714,-79.641442,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2209 BOSTOCK CRES, MISSISSAUGA, ON",0,0,0,1,0,93,0,1,1,0,0,0,1
1-866-706-1991,0,43.5219451,-79.6708149,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2523 HOMELANDS DR, MISSISSAUGA, ON",0,0,0,1,0,96,0,1,1,0,0,0,1
1-866-706-1991,0,43.5779696,-79.7365866,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5917 FEATHERHEAD CRES, MISSISSAUGA, ON",0,0,0,1,0,95,0,1,1,0,0,0,1
1-866-706-1991,0,43.5424541,-79.72621520000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3308 FLAGSTONE DR, MISSISSAUGA, ON",0,0,0,1,0,97,0,1,1,0,0,0,1
1-866-706-1991,0,43.5528526,-79.7440091,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5673 FRESHWATER DR, MISSISSAUGA, ON",0,0,0,1,0,98,0,1,1,0,0,0,1
1-866-706-1991,0,43.5244645,-79.6362537,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1806 DELANEY DR, MISSISSAUGA, ON",0,0,0,1,0,99,0,1,1,0,0,0,1
1-866-706-1991,0,43.5364924,-79.7020976,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4021 CHADBURN CRES, MISSISSAUGA, ON",0,0,0,1,0,100,0,1,1,0,0,0,1
1-866-706-1991,0,43.55503969999999,-79.6874102,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"4162 POWDERHORN CRES, MISSISSAUGA, ON",0,0,0,1,0,102,0,1,1,0,0,0,1
1-866-706-1991,0,43.5614981,-79.7359457,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3076 TURBINE CRES, MISSISSAUGA, ON",0,0,0,1,0,101,0,1,1,0,0,0,1
1-866-706-1991,0,43.5540544,-79.7251778,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3159 CABANO CRES, MISSISSAUGA, ON",0,0,0,1,0,103,0,1,1,0,0,0,1
1-866-706-1991,0,43.55344119999999,-79.68395319999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"4203 WHEELWRIGHT CRES, MISSISSAUGA, ON",0,0,0,1,0,105,0,1,1,0,0,0,1
1-866-706-1991,0,43.5110231,-79.6543942,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2615 LUNDIGAN DR, MISSISSAUGA, ON",0,0,0,1,0,104,0,1,1,0,0,0,1
1-866-706-1991,0,43.5566997,-79.73095169999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3093 DOYLE ST, MISSISSAUGA, ON",0,0,0,1,0,107,0,1,1,0,0,0,1
1-866-706-1991,0,43.5403797,-79.7182086,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4797 ST. MARTIN MEWS, MISSISSAUGA, ON",0,0,0,1,0,106,0,1,1,0,0,0,1
1-866-706-1991,0,43.5004153,-79.6501009,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2693 WIDEMARR RD, MISSISSAUGA, ON",0,0,0,1,0,108,0,1,1,0,0,0,1
1-866-706-1991,0,43.564229,-79.7398276,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3037 OWLS FOOT DR, MISSISSAUGA, ON",0,0,0,1,0,109,0,1,1,0,0,0,1
1-866-706-1991,0,43.5712536,-79.7616821,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6432 WARBLER LANE, MISSISSAUGA, ON",0,0,0,1,0,110,0,1,1,0,0,0,1
1-866-706-1991,0,43.5420901,-79.703122,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3976 TAFFEY CRES, MISSISSAUGA, ON",0,0,0,1,0,111,0,1,1,0,0,0,1
1-866-706-1991,0,43.5277884,-79.6579806,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2311 MALDEN CRT, MISSISSAUGA, ON",0,0,0,1,0,113,0,1,1,0,0,0,1
1-866-706-1991,0,43.5651298,-79.7463138,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5854 CHALFONT CRES, MISSISSAUGA, ON",0,0,0,1,0,112,0,1,1,0,0,0,1
1-866-706-1991,0,43.5283929,-79.6843074,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2942 WINDJAMMER RD, MISSISSAUGA, ON",0,0,0,1,0,114,0,1,1,0,0,0,1
1-866-706-1991,0,43.5623277,-79.702213,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"2000 CREDIT VALLEY RD, MISSISSAUGA, ON",0,0,0,1,0,115,0,1,1,0,0,0,1
1-866-706-1991,0,43.5457611,-79.7308517,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3294 ERIN CENTRE BLVD, MISSISSAUGA, ON",0,0,0,1,0,116,0,1,1,0,0,0,1
1-866-706-1991,0,43.54856780000001,-79.7405339,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3770 BARLEY TR, MISSISSAUGA, ON",0,0,0,1,0,117,0,1,1,0,0,0,1
1-866-706-1991,0,43.5761281,-79.7242024,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"27 VISTA DR, MISSISSAUGA, ON",0,0,0,1,0,118,0,1,1,0,0,0,1
1-866-706-1991,0,43.5843347,-79.77311730000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7079 CORDINGLEY CRES, MISSISSAUGA, ON",0,0,0,1,0,119,0,1,1,0,0,0,1
1-866-706-1991,0,43.564264,-79.74642,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3150 WORKMAN DR, MISSISSAUGA, ON",0,0,0,1,0,121,0,1,1,0,0,0,1
1-866-706-1991,0,43.5812367,-79.7803031,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7206 TRIUMPH LANE, MISSISSAUGA, ON",0,0,0,1,0,120,0,1,1,0,0,0,1
1-866-706-1991,0,43.555114,-79.7362404,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"5427 TENTH LINE WEST , MISSISSAUGA, ON",0,0,0,1,0,122,0,1,1,0,0,0,1
1-866-706-1991,0,43.5392593,-79.6909665,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3555 ASH ROW CRES, MISSISSAUGA, ON",0,0,0,1,0,124,0,1,1,0,0,0,1
1-866-706-1991,0,43.5502036,-79.737273,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"3335 TACC DR, MISSISSAUGA, ON",0,0,0,1,0,123,0,1,1,0,0,0,1
1-866-706-1991,0,43.5282479,-79.6545144,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2219 SPRINGFIELD CRT, MISSISSAUGA, ON",0,0,0,1,0,125,0,1,1,0,0,0,1
1-866-706-1991,0,43.5222503,-79.68942609999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3132 DOVETAIL MEWS, MISSISSAUGA, ON",0,0,0,1,0,126,0,1,1,0,0,0,1
1-866-706-1991,0,43.5895314,-79.7652574,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"6908 BILBAO LANE, MISSISSAUGA, ON",0,0,0,1,0,128,0,1,1,0,0,0,1
